2009;11;50;ΔΜΠΟΡΗΟ. ΢ΤΝΣΖΡΖ΢Ζ ΚΑΗ ΔΠΗ΢ΚΔΤΖ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ. ΛΗΑΝΗΚΖ ΠΧΛΖ΢Ζ ΚΑΤ΢ΗΜΧΝ ΟΥΖΜΑΣΧΝ;11851;18172;3151;21323;5.49;23.99;23.81;23.96;43.61;41.10;43.24;SALE. MAINTENANCE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES; RETAIL SALE OF AUTOMOTIVE FUEL;
2009;11;51;ΥΟΝΓΡΗΚΟ ΔΜΠΟΡΗΟ ΚΑΗ ΔΜΠΟΡΗΟ ΜΔ ΠΡΟΜΖΘΔΗΑ. ΔΚΣΟ΢ ΑΠΌ ΣΟ ΔΜΠΟΡΗΟ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ;23000;35380;17411;52791;13.59;24.07;23.90;24.01;46.80;45.20;46.27;WHOLESALE TRADE AND COMMISSION TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES;
2009;11;52;ΛΗΑΝΗΚΟ ΔΜΠΟΡΗΟ. ΔΚΣΟ΢ ΑΠΌ ΣΟ ΔΜΠΟΡΗΟ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ. ΔΠΗ΢ΚΔΤΖ ΔΗΓΧΝ ΑΣΟΜΗΚΖ΢ ΚΑΗ ΟΗΚΗΑΚΖ΢ ΥΡΖ΢Ζ΢;38271;19044;37541;56585;14.57;24.03;23.80;23.88;41.66;41.80;41.76;RETAIL TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES; REPAIR OF PERSONAL AND HOUSEHOLD GOODS;
2009;11;55;ΞΔΝΟΓΟΥΔΗΑ ΚΑΗ Δ΢ΣΗΑΣΟΡΗΑ;25466;17585;19205;36790;9.47;19.70;19.29;19.49;43.62;40.44;41.98;HOTELS AND RESTAURANTS;
2009;11;60;ΥΔΡ΢ΑΗΔ΢ ΜΔΣΑΦΟΡΔ΢ΜΔΣΑΦΟΡΔ΢ ΜΔ΢Χ ΑΓΧΓΧΝ;9974;11834;944;12778;3.29;23.39;23.61;23.41;42.77;41.55;42.68;LAND TRANSPORT. TRANSPORT VIA PIPELINES;
2009;11;61;ΤΓΑΣΗΝΔ΢ ΜΔΣΑΦΟΡΔ΢;530;726;660;1386;0.36;24.29;23.86;24.08;78.06;68.37;73.49;WATER TRANSPORT;
2009;11;62;ΔΝΑΔΡΗΔ΢ ΜΔΣΑΦΟΡΔ΢;40;70;58;128;0.03;24.44;24.19;24.33;90.19;73.39;82.62;AIR TRANSPORT;
2009;11;63;ΒΟΖΘΖΣΗΚΔ΢ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΠΡΟ΢ ΣΗ΢ ΜΔΣΑΦΟΡΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢. ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΣΑΞΗΓΗΧΣΗΚΧΝ ΠΡΑΚΣΟΡΔΗΧΝ;3702;4391;4241;8632;2.22;23.89;23.93;23.91;57.29;52.86;55.11;SUPPORTING AND AUXILIARY ACTIVITIES; ACTIVITIES OF TRAVEL AGENCIES;
2009;11;64;ΣΑΥΤΓΡΟΜΔΗΑ ΚΑΗ ΣΖΛΔΠΗΚΟΗΝΧΝΗΔ΢;1116;1497;941;2438;0.63;23.59;23.66;23.62;45.15;41.92;43.90;POST AND TELECOMMUNICATIONS;
2009;11;65;ΔΝΓΗΑΜΔ΢ΟΗ ΥΡΖΜΑΣΟΠΗ΢ΣΧΣΗΚΟΗ ΟΡΓΑΝΗ΢ΜΟΗ. ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΗ΢ Α΢ΦΑΛΗ΢ΣΗΚΔ΢ ΔΣΑΗΡΔΗΔ΢ ΚΑΗ ΣΑ ΣΑΜΔΗΑ ΢ΤΝΣΑΞΔΧΝ;117;100;175;275;0.07;24.09;23.41;23.65;111.63;62.75;80.85;FINANCIAL INTERMEDIATION. EXCEPT INSURANCE AND PENSION FUNDING;
2009;11;66;Α΢ΦΑΛΗ΢ΔΗ΢ ΚΑΗ ΢ΤΝΣΑΞΗΟΓΟΣΗΚΑ ΣΑΜΔΗΑ. ΔΚΣΟ΢ ΑΠΌ ΣΖΝ ΤΠΟΥΡΔΧΣΗΚΖ ΚΟΗΝΧΝΗΚΖ Α΢ΦΑΛΗ΢Ζ;442;152;521;673;0.17;24.20;24.12;24.14;64.65;45.70;49.99;INSURANCE AND PENSION FUNDING. EXCEPT COMPULSORY SOCIAL SECURITY;
2009;11;67;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΢ΤΝΑΦΔΗ΢ ΜΔ ΣΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΔΝΓΗΑΜΔ΢ΧΝ ΥΡΖΜΑΣΟΠΗ΢ΣΧΣΗΚΧΝ ΟΡΓΑΝΗ΢ΜΧΝ;1147;509;1342;1851;0.48;24.37;24.21;24.26;65.54;46.30;51.62;ACTIVITIES AUXILIARY TO FINANCIAL INTERMEDIATION;
2009;11;70;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΢ΥΔΣΗΚΔ΢ ΜΔ ΑΚΗΝΖΣΖ ΠΔΡΗΟΤ΢ΗΑ;1350;889;1216;2105;0.54;24.27;23.91;24.06;63.01;49.88;55.48;REAL ESTATE ACTIVITIES;
2009;11;71;ΔΚΜΗ΢ΘΧ΢Ζ ΜΖΥΑΝΖΜΑΣΧΝ ΚΑΗ ΔΞΟΠΛΗ΢ΜΟΤ ΥΧΡΗ΢ ΥΔΗΡΗ΢ΣΖ. ΔΚΜΗ΢ΘΧ΢Ζ ΔΗΓΧΝ ΑΣΟΜΗΚΖ΢ ΚΑΗ ΟΗΚΗΑΚΖ΢ ΥΡΖ΢Ζ΢;989;848;725;1573;0.40;22.18;22.48;22.32;41.93;38.71;40.44;RENTING OF MACHINERY AND EQUIPMENT WITHOUT OPERATOR AND OF PERSONAL AND HOUSEHOLD GOODS;
2009;11;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Number;Αριθμός of Insured;(2) Αζθαλιζμένων Individuals;(2);Μέζη Average (Days;Απαζτόληζη Employment per Month);(3) (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2009;11;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2009;11;72;ΠΛΖΡΟΦΟΡΗΚΖ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;1734;2342;1352;3694;0.95;24.25;24.04;24.17;54.38;46.88;51.65;COMPUTER AND RELATED ACTIVITIES;
2009;11;73;ΔΡΔΤΝΑ ΚΑΗ ΑΝΑΠΣΤΞΖ;264;214;320;534;0.14;24.21;24.48;24.37;79.29;53.19;63.58;RESEARCH AND DEVELOPMENT;
2009;11;74;ΆΛΛΔ΢ ΔΠΗΥΔΗΡΖΜΑΣΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;17969;8605;16884;25489;6.56;23.70;24.02;23.91;50.51;46.64;47.93;OTHER BUSINESS ACTIVITIES;
2009;11;75;ΓΖΜΟ΢ΗΑ ΓΗΟΗΚΖ΢Ζ ΚΑΗ ΑΜΤΝΑ. ΤΠΟΥΡΔΧΣΗΚΖ ΚΟΗΝΧΝΗΚΖ Α΢ΦΑΛΗ΢Ζ;1866;1600;2514;4114;1.06;26.09;25.80;25.91;52.99;55.36;54.43;PUBLIC ADMINISTRATION AND DEFENCE ; COMPULSORY SOCIAL SECURITY;
2009;11;80;ΔΚΠΑΗΓΔΤ΢Ζ;13997;2204;7892;10096;2.60;22.98;23.04;23.03;47.99;37.97;40.15;EDUCATION;
2009;11;85;ΤΓΔΗΑ ΚΑΗ ΚΟΗΝΧΝΗΚΖ ΜΔΡΗΜΝΑ;9793;1742;11311;13053;3.36;24.55;24.31;24.34;46.41;42.70;43.20;HEALTH AND SOCIAL WORK;
2009;11;90;ΓΗΑΘΔ΢Ζ ΛΤΜΑΣΧΝ ΚΑΗ ΑΠΟΡΡΗΜΑΣΧΝ. ΤΓΗΔΗΝΖ ΚΑΗ ΠΑΡΟΜΟΗΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;478;817;174;991;0.26;23.32;23.11;23.28;46.87;44.75;46.50;SEWAGE AND REFUSE DISPOSAL. SANITATION AND SIMILAR ACTIVITIES;
2009;11;91;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΟΡΓΑΝΧ΢ΔΧΝ καθ;2920;1784;2172;3956;1.02;24.12;25.69;24.98;56.80;52.15;54.18;ACTIVITIES OF MEMBERSHIP ORGANIZATIONS NEC;
2009;11;92;ΦΤΥΑΓΧΓΗΚΔ΢.ΠΟΛΗΣΗ΢ΣΗΚΔ΢ ΚΑΗ ΑΘΛΖΣΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;4121;3118;2769;5887;1.52;24.64;23.22;23.97;44.58;43.33;44.01;RECREATIONAL. CULTURAL AND SPORTING ACTIVITIES;
2009;11;93;ΆΛΛΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΠΑΡΟΥΖ΢ ΤΠΖΡΔ΢ΗΧΝ;8734;2812;10494;13306;3.43;23.35;22.26;22.49;39.19;34.31;35.38;OTHER SERVICE ACTIVITIES;
2009;11;95;ΗΓΗΧΣΗΚΑ ΝΟΗΚΟΚΤΡΗΑ ΠΟΤ ΑΠΑ΢ΥΟΛΟΤΝ ΟΗΚΗΑΚΟ ΠΡΟ΢ΧΠΗΚΟ;17203;2744;10808;13552;3.49;24.41;24.39;24.39;32.82;18.87;21.70;PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS;
2009;11;99;ΔΣΔΡΟΓΗΚΟΗ ΟΡΓΑΝΗ΢ΜΟΗ ΚΑΗ ΟΡΓΑΝΑ;150;169;219;388;0.10;24.61;24.69;24.65;63.91;58.90;61.08;EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES;
2009;11;NA;΢ΤΝΟΛΟ;243706;208626;179777;388403;100;23.34;23.27;23.31;46.00;41.62;43.97;TOTAL;
2009;11; Χο (2) Ο (3) Σα;αξηζκόο επηρεηξήζεσλ ιακβάλεηαη ν αξηζκόο ησλ αζθαιηζκέλσλ δελ είλαη δξαζηεξηόηεηα κεηξάηαη κία θνξά ζηνηρεία αλαθέξνληαη ζηνπο αζθαιηζκέλνπο ηαθηηθέο απνδνρέο ΠΑΡΑΣΗΡΗ΢ΕΙ΢;ζπλνιηθόο αξηζκόο δηαθξηηόο Δάλ έλαο πνπ εξγάδνληαη;ησλ κνλάδσλ αζθαιηζκέλνο κε πιήξεο;(παξαξηεκάησλ) απαζρνιείηαη σξάξην θαη;ησλ ζε ηα κέζα;επηρεηξήζεσλ δηαθνξεηηθνύο εκεξνκίζζηα;εξγνδόηεο πξνθύπηνπλ;κε ηελ ίδηα κόλν;νηθνλνκηθή από ηηο;NA;NA;NA;NA;
2009;11;1 Ζ 2 Σν  The (2) The (3) The;κέζε απαζρόιεζε δελ παξνπζηάδεη γεληθό κέζν εκεξνκίζζην ησλ γπλαηθώλ Number of Enterprises refers to number of insured individuals is not above figures refer to insured individuals COMMENTS;κεγάιεο απνθιίζεηο είλαη ην 90.47% number of units (branches) distinctIf the same who are employed;ζρεηηθά κε ηνπ γεληθνύ of each person is full-time;ην θύιν (άλδξεο. κέζνπ εκεξνκηζζίνπ enterprise employed in more and their;γπλαίθεο) ησλ than one average wages;αλδξώλ employers per day;with the do not;same economic include leave;activity benefits &;is counted season bonuses;as one;NA;NA;
2010;11;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;(2) Αζθαλιζμένων Individuals;(2);Μέζη Average (Days;Απαζτόληζη Employment per Month);(3) (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2010;11;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2010;11;NA;ΑΓΝΧ΢ΣΖ;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;UNKNOWN;
2010;11;01;ΓΔΧΡΓΗΑ. ΚΣΖΝΟΣΡΟΦΗΑ. ΘΖΡΑ ΚΑΗ ΢ΒΓ;839;935;328;1263;0.35;23.34;23.38;23.35;44.91;44.29;44.75;AGRICULTURE. HUNTING AND RELATED SERVICE ACTIVITIES;
2010;11;02;ΓΑ΢ΟΚΟΜΗΑ. ΤΛΟΣΟΜΗΑ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;125;172;67;239;0.07;19.90;22.81;20.71;39.42;40.89;39.88;FORESTRY. LOGGING AND RELATED SERVICES;
2010;11;05;ΑΛΗΔΗΑ. ΔΚΜΔΣΑΛΛΔΤ΢Ζ ΗΥΘΤΟΣΡΟΦΔΗΧΝ ΚΑΗ ΜΟΝΑΓΧΝ ΠΑΡΑΓΧΓΖ΢ ΓΟΝΟΤ ΒΓ΢ ΜΔ ΣΖΝ ΑΛΗΔΗΑ;218;269;66;335;0.09;23.23;24.03;23.39;53.53;48.48;52.51;FISHING. OPERATION OF FISH HATCHERIES AND FISH FARMS; SERVICE ACTIVITIES INCIDENTAL TO FISHING;
2010;11;10;ΔΞΟΡΤΞΖ ΑΝΘΡΑΚΑ ΚΑΗ ΛΗΓΝΗΣΖ. ΔΞΟΡΤΞΖ ΣΤΡΦΖ΢;6;9;3;12;0.00;25.11;25.00;25.08;59.08;42.82;55.03;MINING OF COAL AND LIGNITE;
2010;11;11;ΑΝΣΛΖ΢Ζ ΑΡΓΟΤ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΒΓ΢ ΜΔ ΣΖΝ ΑΝΣΛΖ΢Ζ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΗ΢ ΜΔΛΔΣΔ΢;6;12;1;13;0.00;19.33;25.00;19.77;63.52;71.56;64.30;EXTRACTION OF CRUDE PETROLEUM AND NATURAL GAS; SERVICE ACTIVITIES INCIDENTAL TO OIL AND GAS EXTRACTION. EXCLUDING SURVEYING;
2010;11;12;ΔΞΟΡΤΞΖ ΜΔΣΑΛΛΔΤΜΑΣΧΝ ΟΤΡΑΝΗΟΤ ΚΑΗ ΘΟΡΗΟΤ;2;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;MINING OF URANIUM AND THORIUM ORES;
2010;11;13;ΔΞΟΡΤΞΖ ΜΔΣΑΛΛΟΤΥΧΝ ΜΔΣΑΛΛΔΤΜΑΣΧΝ;14;35;2;37;0.01;19.91;25.00;20.19;57.74;39.18;56.50;MINING OF METAL ORES;
2010;11;14;ΑΛΛΔ΢ ΔΞΟΡΤΚΣΗΚΔ΢ ΚΑΗ ΛΑΣΟΜΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;278;650;62;712;0.20;22.07;22.65;22.12;53.90;45.28;53.13;OTHER MINING AND QUARRYING;
2010;11;15;ΒΗΟΜΖΥΑΝΗΑ ΣΡΟΦΗΜΧΝ ΚΑΗ ΠΟΣΧΝ;6376;7381;5347;12728;3.55;23.66;23.31;23.51;45.97;41.10;43.94;MANUFACTURE OF FOOD PRODUCTS AND BEVERAGES;
2010;11;16;ΠΑΡΑΓΧΓΖ ΠΡΟΗΟΝΣΧΝ ΚΑΠΝΟΤ;7;9;5;14;0.00;25.00;24.00;24.64;50.62;40.87;47.23;MANUFACTURE OF TOBACCO PRODUCTS;
2010;11;17;ΠΑΡΑΓΧΓΖ ΚΛΧ΢ΣΟΤΦΑΝΣΟΤΡΓΗΚΧΝ ΤΛΧΝ;778;998;777;1775;0.49;23.56;22.64;23.15;43.58;44.16;43.83;MANUFACTURE OF TEXTILES;
2010;11;18;ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΔΝΓΤ΢Ζ΢.ΚΑΣΔΡΓΑ΢ΗΑ ΚΑΗ ΒΑΦΖ ΓΟΤΝΑΡΗΚΧΝ;1532;1184;1984;3168;0.88;22.99;22.39;22.62;43.00;43.20;43.12;MANUFACTURE OF WEARING APPAREL; DRESSING AND DYEING OF FUR;
2010;11;19;ΚΑΣΔΡΓΑ΢ΗΑ ΚΑΗ ΓΔΦΖ ΓΔΡΜΑΣΟ΢. ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΣΑΞΗΓΗΟΤ(ΑΠΟ΢ΚΔΤΧΝ). Σ΢ΑΝΣΧΝ. ΔΗΓΧΝ ΢ΔΛΟΠΟΗΗΑ΢. ΔΗΓΧΝ ΢ΑΓΜΑΣΟΠΟΗΗΑ΢ ΚΑΗ ΤΠΟΓΖΜΑΣΧΝ;302;414;243;657;0.18;22.13;21.84;22.02;48.95;45.94;47.85;TANNING AND DRESSING OF LEATHER ; MANUFACTURE OF LUGGAGE. HANDBAGS. SADDLERY. HARNESS AND FOOTWEAR;
2010;11;20;ΒΗΟΜΖΥΑΝΗΑ ΞΤΛΟΤ ΚΑΗ ΚΑΣΑ΢ΚΔΤΖ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΞΤΛΟ ΚΑΗ ΦΔΛΛΟ.ΔΚΣΟ΢ ΑΠΌ ΣΑ ΔΠΗΠΛΑ ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΚΑΛΑΘΟΠΟΗΗΑ΢ ΚΑΗ ΢ΠΑΡΣΟΠΛΔΚΣΗΚΖ΢;1224;2114;288;2402;0.67;22.68;23.15;22.74;45.05;42.16;44.70;MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK. EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS;
2010;11;21;ΠΑΡΑΓΧΓΖ ΥΑΡΣΟΠΟΛΣΟΤ.ΥΑΡΣΗΟΤ ΚΑΗ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΥΑΡΣΗ;292;539;227;766;0.21;23.86;22.90;23.57;45.83;43.75;45.23;MANUFACTURE OF PULP.PAPER AND PAPER PRODUCTS;
2010;11;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;(2) Αζθαλιζμένων Individuals;(2);Μέζη Average (Days;Απαζτόληζη Employment per Month);(3) (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2010;11;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2010;11;22;ΔΚΓΟ΢ΔΗ΢.ΔΚΣΤΠΧ΢ΔΗ΢ ΚΑΗ ΑΝΑΠΑΡΑΓΧΓΖ ΠΡΟΔΓΓΔΓΡΑΜΜΔΝΧΝ ΜΔ΢ΧΝ ΔΓΓΡΑΦΖ΢ ΖΥΟΤ ΚΑΗ ΔΗΚΟΝΑ΢ ΚΑΗ ΜΔ΢ΧΝ ΠΛΖΡΟΦΟΡΗΚΖ΢;2018;2627;2194;4821;1.34;24.25;24.03;24.15;50.49;46.02;48.47;PUBLISHING. PRINTING AND REPRODUCTION OF RECORDED MEDIA;
2010;11;23;ΠΑΡΑΓΧΓΖ ΟΠΣΑΝΘΡΑΚΑ (ΚΧΚ).ΠΡΟΗΟΝΣΧΝ ΓΗΤΛΗ΢Ζ΢ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΠΤΡΖΝΗΚΧΝ ΚΑΤ΢ΗΜΧΝ;36;104;15;119;0.03;23.94;23.13;23.84;66.05;58.97;65.19;MANUFACTURE OF COKE. REFINED PETROLEUM PRODUCTS AND NUCLEAR FUEL;
2010;11;24;ΠΑΡΑΓΧΓΖ ΥΖΜΗΚΧΝ ΟΤ΢ΗΧΝ ΚΑΗ ΠΡΟΗΟΝΣΧΝ;408;793;349;1142;0.32;24.18;24.03;24.13;51.63;48.02;50.53;MANUFACTURE OF CHEMICALS AND CHEMICALS PRODUCTS;
2010;11;25;ΚΑΣΑ΢ΚΔΤΖ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΔΛΑ΢ΣΗΚΟ (ΚΑΟΤΣ΢ΟΤΚ) ΚΑΗ ΠΛΑ΢ΣΗΚΔ΢ ΤΛΔ΢;579;1254;399;1653;0.46;23.91;23.56;23.83;46.61;44.39;46.08;MANUFACTURE OF RUBBER AND PLASTIC PRODUCTS;
2010;11;26;ΚΑΣΑ΢ΚΔΤΖ ΑΛΛΧΝ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΜΖ ΜΔΣΑΛΛΗΚΑ ΟΡΤΚΣΑ;1606;3156;399;3555;0.99;22.12;23.14;22.23;47.85;43.31;47.32;MANUFACTURE OF OTHER NON- METALLIC MINERAL PRODUCTS;
2010;11;27;ΠΑΡΑΓΧΓΖ ΒΑ΢ΗΚΧΝ ΜΔΣΑΛΛΧΝ;176;370;88;458;0.13;23.70;23.61;23.68;50.31;45.73;49.44;MANUFACTURE OF BASIC METALS;
2010;11;28;ΚΑΣΑ΢ΚΔΤΖ ΜΔΣΑΛΛΗΚΧΝ ΠΡΟΗΟΝΣΧΝ.ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΑ ΜΖΥΑΝΖΜΑΣΑ ΚΑΗ ΣΑ ΔΗΓΖ ΔΞΟΠΛΗ΢ΜΟΤ;4118;7381;925;8306;2.31;23.09;23.12;23.09;46.59;41.73;46.05;MANUFACTURE OF FABRICATED METAL PRODUCTS. EXCEPT MACHINERY AND EQUIPMENT;
2010;11;29;ΚΑΣΑ΢ΚΔΤΖ ΜΖΥΑΝΖΜΑΣΧΝ ΚΑΗ ΔΗΓΧΝ ΔΞΟΠΛΗ΢ΜΟΤ ΜΑΚ;2024;4141;636;4777;1.33;23.72;23.54;23.70;48.98;43.53;48.26;MANUFACTURE OF MACHINERY AND EQUIPMENT;
2010;11;30;ΚΑΣΑ΢ΚΔΤΖ ΜΖΥΑΝΧΝ ΓΡΑΦΔΗΟΤ ΚΑΗ ΖΛΔΚΣΡΟΝΗΚΧΝ ΤΠΟΛΟΓΗ΢ΣΧΝ;56;80;20;100;0.03;24.93;24.90;24.92;45.42;55.60;47.45;MANUFACTURE OF OFFICE MACHINERY AND COMPUTERS;
2010;11;31;ΚΑΣΑ΢ΚΔΤΖ ΖΛΔΚΣΡΗΚΧΝ ΜΖΥΑΝΧΝ ΚΑΗ ΢Τ΢ΚΔΤΧΝ ΜΑΚ;558;1031;211;1242;0.35;23.33;23.18;23.31;45.37;44.50;45.22;MANUFACTURE OF ELECTRICAL MACHINERY AND APPARATUS;
2010;11;32;ΚΑΣΑ΢ΚΔΤΖ ΔΞΟΠΛΗ΢ΜΟΤ ΚΑΗ ΢Τ΢ΚΔΤΧΝ ΡΑΓΗΟΦΧΝΗΑ΢. ΣΖΛΔΟΡΑ΢Ζ΢ ΚΑΗ ΔΠΗΚΟΗΝΧΝΗΧΝ;176;238;74;312;0.09;24.28;22.73;23.91;45.24;40.67;44.21;NEC MANUFACTURE OF RADIO TELEVISION AND COMMUNICATION EQUIPMENT AND APPARATUS;
2010;11;33;ΚΑΣΑ΢ΚΔΤΖ ΗΑΣΡΗΚΧΝ ΟΡΓΑΝΧΝ. ΟΡΓΑΝΧΝ ΑΚΡΗΒΔΗΑ΢ ΚΑΗ ΟΠΣΗΚΧΝ ΟΡΓΑΝΧΝ. ΚΑΣΑ΢ΚΔΤΖ ΡΟΛΟΓΗΧΝ ΚΆΘΔ ΔΗΓΟΤ΢;613;784;399;1183;0.33;24.61;24.03;24.42;43.92;40.44;42.77;MANUFACTURE OF MEDICAL. PRECISION AND OPTICAL INSTRUMENTS. WATCHES AND CLOCKS;
2010;11;34;ΚΑΣΑ΢ΚΔΤΖ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ. ΚΑΣΑ΢ΚΔΤΖ ΡΤΜΟΤΛΚΟΤΜΔΝΧΝ ΚΑΗ ΖΜΗΡΤΜΟΤΛΚΟΤΜΔΝΧΝ ΟΥΖΜΑΣΧΝ;124;228;28;256;0.07;22.31;24.54;22.55;50.50;49.34;50.36;MANUFACTURE OF MOTOR VEHICLES. TRAILERS AND SEMI- TRAILERS;
2010;11;35;ΚΑΣΑ΢ΚΔΤΖ ΛΟΗΠΟΤ ΔΞΟΠΛΗ΢ΜΟΤ ΜΔΣΑΦΟΡΧΝ;476;1104;158;1262;0.35;19.70;23.54;20.18;61.74;45.10;59.31;MANUFACTURE OF OTHER TRANSPORT EQUIPMENT;
2010;11;36;ΚΑΣΑ΢ΚΔΤΖ ΔΠΗΠΛΧΝ. ΛΟΗΠΔ΢ ΒΗΟΜΖΥΑΝΗΔ΢ ΜΑΚ;2314;3761;932;4693;1.31;22.93;23.25;22.99;45.71;41.68;44.90;MANUFACTURE OF FURNITURE; MANUFACTURING NEC;
2010;11;37;ΑΝΑΚΤΚΛΧ΢Ζ;105;259;62;321;0.09;22.72;22.98;22.77;44.12;39.13;43.15;RECYCLING;
2010;11;40;ΠΑΡΟΥΖ ΖΛΔΚΣΡΗΚΟΤ ΡΔΤΜΑΣΟ΢ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΑΣΜΟΤ ΚΑΗ ΕΔ΢ΣΟΤ ΝΔΡΟΤ;450;752;298;1050;0.29;23.82;23.67;23.78;59.96;47.79;56.53;ELECTRICITY. GAS STEAM AND HOT WATER SUPPLY;
2010;11;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;(2) Αζθαλιζμένων Individuals;(2);Μέζη Average (Days;Απαζτόληζη Employment per Month);(3) (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2010;11;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2010;11;41;΢ΤΛΛΟΓΖ. ΚΑΘΑΡΗ΢ΜΟ΢ ΚΑΗ ΓΗΑΝΟΜΖ ΝΔΡΟΤ;296;576;242;818;0.23;23.39;24.19;23.62;59.18;56.51;58.37;COLLECTION. PURIFICATION AND DISTRIBUTION OF WATER;
2010;11;45;ΚΑΣΑ΢ΚΔΤΔ΢;11932;16473;3572;20045;5.58;22.63;23.76;22.83;46.20;46.66;46.28;CONSTRUCTION;
